1,2,3,4,5,6,7,8,9,10,11
2018/12/12,29-105387,MLD-EX-20002,220,0,2019/2/1,512,1,0,2018/12/14 10:43,
2018/12/12,29-105391,MLD-EX-20002,220,0,2019/2/1,512,1,0,2018/12/14 10:43,
2018/12/12,29-105395,MLD-EX-20002,220,0,2019/2/1,1536,1,0,2018/12/14 10:43,
2018/12/12,29-105398,MLD-EX-20002,220,0,2019/2/1,1024,1,0,2018/12/14 10:43,
2018/12/12,29-105402,MLD-EX-20002,240,0,2019/2/1,512,1,0,2018/12/14 10:43,
2018/12/12,29-105405,MLD-EX-20002,240,0,2019/2/1,512,1,0,2018/12/14 10:43,
2018/12/12,29-105406,MLD-EX-20002,240,0,2019/2/1,4480,1,0,2018/12/14 10:43,
2018/12/12,98-293965,BON-MD-20023,60,0,2019/1/18,663,1,0,2018/12/14 10:43,
2018/12/12,98-293965,MLD-MD-20035,70,0,2019/1/21,656,1,0,2018/12/14 10:43,
2018/12/12,98-293965,MLD-MD-20036,80,0,2019/1/21,332,1,0,2018/12/14 10:43,
2018/12/12,98-293968,BON-MD-20023,60,0,2019/1/18,460,1,0,2018/12/14 10:43,
2018/12/12,98-293968,MLD-MD-20035,70,0,2019/1/21,455,1,0,2018/12/14 10:43,
2018/12/12,98-293968,MLD-MD-20036,80,0,2019/1/21,231,1,0,2018/12/14 10:43,
2018/12/14,29-105428,BON-MD-20023,70,1,2019/1/25,11520,0,0,2018/12/22 17:07,2019/1/26 8:37
2018/12/14,29-105428,BON-MD-20023,70,2,2019/1/29,5280,1,0,2019/1/25 12:05,2019/1/26 8:37
2018/12/14,29-105428,MLD-MD-20035,80,0,2019/1/28,16160,1,0,2018/12/22 17:07,
2018/12/14,29-105428,MLD-MD-20036,90,0,2019/1/28,8120,1,0,2018/12/22 17:07,
2018/12/14,29-105432,BON-MD-20023,70,0,2019/1/29,336,1,0,2018/12/22 17:07,2019/1/25 12:04
2018/12/14,29-105432,MLD-MD-20035,80,0,2019/1/28,324,1,0,2018/12/22 17:07,
2018/12/14,29-105432,MLD-MD-20036,90,0,2019/1/28,163,1,0,2018/12/22 17:07,
2018/12/14,29-105446,BON-MD-20023,60,0,2019/1/29,19127,1,0,2018/12/22 17:07,2019/1/25 12:07
2018/12/14,29-105446,MLD-MD-20035,70,0,2019/1/30,17562,1,0,2018/12/22 17:07,
