1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
198285,199969,2020/3/13,7.8,8000,MLD-EX-20002,220,2020/4/1,29-112079,2020/4/1,20001,岡山第１工場,0,0,0,1,,2020/4/1 8:52,0,2020/6/7 16:41,9999,,
198286,199969,2020/3/13,7.8,8000,MLD-EX-20002,220,2020/4/1,29-112080,2020/4/1,20001,岡山第１工場,0,0,0,1,,2020/4/1 8:52,0,2020/6/7 16:41,9999,,
199283,199969,2020/4/3,11.8,5000,MLD-MD-20036,85,2020/5/15,29-112456,2020/5/15,20001,岡山第１工場,0,0,0,1,,2020/5/15 8:50,0,2020/6/7 16:41,9999,,
199284,199969,2020/4/3,8.8,12512,MLD-MD-20035,70,2020/6/19,29-112497,2020/5/25,20001,岡山第１工場,0,0,1,0,2020/5/12,,0,2020/6/7 16:41,9999,2020/5/12 10:36,
199285,199969,2020/4/3,8.8,10000,MLD-MD-20035,70,2020/6/22,29-112497,,20001,岡山第１工場,0,0,2,0,2020/5/12,,0,2020/6/7 16:41,9999,2020/5/12 10:36,
199286,199969,2020/4/3,11.8,11256,MLD-MD-20036,80,2020/5/15,29-112497,2020/5/15,20001,岡山第１工場,0,0,0,1,,2020/5/15 8:50,0,2020/6/7 16:41,9999,,
199287,199969,2020/4/3,8.8,15000,MLD-MD-20035,70,2020/5/15,29-112501,2020/5/15,20001,岡山第１工場,0,0,1,1,2020/5/12,2020/5/15 8:50,0,2020/6/7 16:41,9999,2020/5/12 13:53,
199288,199969,2020/4/3,8.8,16758,MLD-MD-20035,70,2020/5/20,29-112501,,20001,岡山第１工場,0,0,2,1,2020/5/12,2020/5/20 8:32,0,2020/6/7 16:41,9999,2020/5/12 13:53,
199289,199969,2020/4/3,11.8,15879,MLD-MD-20036,80,2020/6/15,29-112501,2020/5/20,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,2020/5/12 10:37,
199290,199969,2020/4/3,12.5,4227,MLD-EX-20001,240,2020/6/3,29-112832,2020/5/15,20001,岡山第１工場,0,0,0,1,,2020/6/3 8:33,0,2020/6/7 16:41,9999,2020/4/25 14:01,
199291,199969,2020/4/3,20,14919,BON-MD-20023,60,2020/6/19,29-112914,2020/5/25,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,2020/5/12 10:32,
199292,199969,2020/4/3,8.8,14280,MLD-MD-20035,70,2020/5/13,29-112914,2020/5/13,20001,岡山第１工場,0,0,0,1,,2020/5/13 8:32,0,2020/6/7 16:41,9999,,
199293,199969,2020/4/3,11.8,7140,MLD-MD-20036,80,2020/4/24,29-112914,2020/4/24,20001,岡山第１工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,,
199294,199969,2020/4/3,20,840,BON-MD-20023,60,2020/6/22,29-112958,2020/6/1,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,2020/5/12 10:33,
199295,199969,2020/4/3,8.8,804,MLD-MD-20035,70,2020/5/13,29-112958,2020/5/13,20001,岡山第１工場,0,0,0,1,,2020/5/13 8:32,0,2020/6/7 16:41,9999,,
199296,199969,2020/4/3,11.8,408,MLD-MD-20036,80,2020/4/24,29-112958,2020/4/24,20001,岡山第１工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,,
199297,199969,2020/4/3,8.8,10181,MLD-MD-20035,70,2020/6/17,29-522814,2020/5/22,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,2020/5/12 10:34,
199298,199969,2020/4/3,8.8,9979,MLD-MD-20035,70,2020/6/15,29-522817,2020/5/20,20001,岡山第１工場,0,0,0,0,,,0,2020/6/7 16:41,9999,2020/5/12 10:34,
199299,199969,2020/4/3,24,481,BON-EX-20018,40,2020/4/10,29-585356,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199300,199969,2020/4/3,44.8,473,BON-MD-20026,60,2020/4/13,29-585356,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199301,199969,2020/4/3,48,464,CAS-MD-20021,120,2020/4/13,29-585356,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199302,199969,2020/4/3,48,464,CAS-MD-20022,130,2020/4/13,29-585356,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199303,199969,2020/4/3,15.5,464,MLD-MD-20057,70,2020/4/13,29-585356,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199305,199969,2020/4/3,24,480,BON-EX-20018,20,2020/4/10,90-295165,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199420,199969,2020/4/3,24,500,BON-EX-20018,40,2020/4/10,97-292137,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199421,199969,2020/4/3,44.8,200,BON-MD-20026,60,2020/4/13,97-292137,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199422,199969,2020/4/3,48,200,CAS-MD-20021,120,2020/4/13,97-292137,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199423,199969,2020/4/3,48,200,CAS-MD-20022,130,2020/4/13,97-292137,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199424,199969,2020/4/3,15.5,200,MLD-MD-20057,70,2020/4/13,97-292137,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199425,199969,2020/4/3,24,46,BON-EX-20018,50,2020/4/10,97-292152,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199426,199969,2020/4/3,44.8,43,BON-MD-20026,70,2020/4/13,97-292152,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199427,199969,2020/4/3,48,43,CAS-MD-20021,130,2020/4/13,97-292152,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199428,199969,2020/4/3,48,43,CAS-MD-20022,140,2020/4/13,97-292152,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199429,199969,2020/4/3,15.5,43,MLD-MD-20057,80,2020/4/13,97-292152,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199430,199969,2020/4/3,24,46,BON-EX-20018,50,2020/4/10,97-292154,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199431,199969,2020/4/3,44.8,43,BON-MD-20026,70,2020/4/13,97-292154,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199432,199969,2020/4/3,48,43,CAS-MD-20021,130,2020/4/13,97-292154,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199433,199969,2020/4/3,48,43,CAS-MD-20022,140,2020/4/13,97-292154,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199434,199969,2020/4/3,15.5,43,MLD-MD-20057,80,2020/4/13,97-292154,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199435,199969,2020/4/3,24,28,BON-EX-20018,50,2020/4/10,97-292155,2020/4/10,20001,岡山第１工場,0,0,0,1,,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
199436,199969,2020/4/3,44.8,25,BON-MD-20026,70,2020/4/13,97-292155,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199437,199969,2020/4/3,48,25,CAS-MD-20021,130,2020/4/13,97-292155,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199438,199969,2020/4/3,48,25,CAS-MD-20022,140,2020/4/13,97-292155,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199439,199969,2020/4/3,15.5,25,MLD-MD-20057,80,2020/4/13,97-292155,2020/4/13,20001,岡山第１工場,0,0,0,1,,2020/4/11 15:32,0,2020/6/7 16:41,9999,,
199440,199969,2020/4/3,12.5,8,MLD-EX-20001,210,2020/6/3,98-295467,2020/5/15,20001,岡山第１工場,0,0,0,1,,2020/6/3 8:33,0,2020/6/7 16:41,9999,2020/4/25 14:01,
199450,199969,2020/4/8,50.5,1120,CAS-MD-20009,90,2020/4/17,29-112800,2020/4/17,20001,岡山第１工場,0,0,0,1,,2020/4/17 8:33,0,2020/6/7 16:41,9999,,
199451,199969,2020/4/8,75,1232,CAS-MD-20015,105,2020/4/17,29-112800,2020/4/17,20001,岡山第１工場,0,0,0,1,,2020/4/17 8:33,0,2020/6/7 16:41,9999,,
199597,100360,2020/4/10,6.7,7211,MLD-MD-20031,110,2020/4/24,29-112914,2020/4/24,20001,オーティス(株) 第5工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,,
199598,100360,2020/4/10,8.3,7211,MLD-MD-20032,120,2020/4/24,29-112914,2020/4/24,20001,オーティス(株) 第5工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,,
199599,100360,2020/4/10,6.7,408,MLD-MD-20031,110,2020/5/11,29-112958,2020/5/11,20001,オーティス(株) 第5工場,0,0,0,1,,2020/5/9 14:14,0,2020/6/7 16:41,9999,,
199600,100360,2020/4/10,8.3,408,MLD-MD-20032,120,2020/5/11,29-112958,2020/5/11,20001,オーティス(株) 第5工場,0,0,0,1,,2020/5/9 14:14,0,2020/6/7 16:41,9999,,
199601,100360,2020/4/10,6.7,5116,MLD-MD-20031,110,2020/4/24,29-522868,2020/4/27,20001,オーティス(株) 第5工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,2020/4/22 17:29,
199602,100360,2020/4/10,8.3,5116,MLD-MD-20032,120,2020/4/24,29-522868,2020/4/27,20001,オーティス(株) 第5工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,2020/4/22 17:29,
199603,100360,2020/4/10,6.7,5116,MLD-MD-20031,110,2020/4/24,29-522869,2020/4/27,20001,オーティス(株) 第5工場,0,0,0,1,,2020/4/24 8:37,0,2020/6/7 16:41,9999,2020/4/22 17:29,
196642,199969,2020/2/5,7.8,7681,MLD-EX-20002,250,2020/2/21,29-111602,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196643,199969,2020/2/5,7.8,512,MLD-EX-20002,220,2020/2/19,29-111610,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196644,199969,2020/2/5,7.8,1536,MLD-EX-20002,220,2020/2/21,29-111616,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196645,199969,2020/2/5,7.8,9600,MLD-EX-20002,230,2020/2/17,29-111619,2020/2/17,20001,岡山第１工場,0,0,0,1,,2020/2/17 8:42,0,2020/6/7 16:41,9999,,
196646,199969,2020/2/5,7.8,1600,MLD-EX-20002,220,2020/2/21,29-111620,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196647,199969,2020/2/5,7.8,512,MLD-EX-20002,220,2020/2/21,29-111621,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196648,199969,2020/2/5,7.8,1024,MLD-EX-20002,220,2020/2/21,29-111624,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196649,199969,2020/2/5,7.8,1200,MLD-EX-20002,290,2020/2/19,29-111642,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196650,199969,2020/2/5,7.8,1280,MLD-EX-20002,280,2020/2/19,29-111643,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196651,199969,2020/2/5,7.8,1537,MLD-EX-20002,250,2020/2/19,29-111646,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196652,199969,2020/2/5,7.8,3841,MLD-EX-20002,260,2020/2/19,29-111649,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196653,199969,2020/2/5,7.8,321,MLD-EX-20002,250,2020/2/19,29-111650,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196654,199969,2020/2/5,7.8,1537,MLD-EX-20002,250,2020/2/19,29-111653,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196655,199969,2020/2/5,7.8,1600,MLD-EX-20002,250,2020/2/19,29-111654,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196656,199969,2020/2/5,7.8,640,MLD-EX-20002,250,2020/2/19,29-111698,2020/2/19,20001,岡山第１工場,0,0,0,1,,2020/2/19 8:51,0,2020/6/7 16:41,9999,,
196657,199969,2020/2/5,7.8,512,MLD-EX-20002,220,2020/2/26,29-111708,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196658,199969,2020/2/5,12.5,2240,MLD-EX-20001,220,2020/2/26,29-111794,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196659,199969,2020/2/5,7.8,5120,MLD-EX-20002,220,2020/2/26,29-111797,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196660,199969,2020/2/5,7.8,2048,MLD-EX-20002,220,2020/2/26,29-111801,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196661,199969,2020/2/5,7.8,640,MLD-EX-20002,220,2020/2/26,29-111804,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196662,100770,2020/2/5,7.8,12288,MLD-EX-20002,220,2020/3/18,29-111805,2020/3/18,20001,(株)明星・エンタープライズ 備前工場,0,0,0,1,,2020/3/18 9:46,0,2020/6/7 16:41,9999,,
196663,199969,2020/2/5,7.8,6144,MLD-EX-20002,220,2020/2/26,29-111808,2020/2/26,20001,岡山第１工場,0,0,0,1,,2020/2/26 8:42,0,2020/6/7 16:41,9999,,
196664,199969,2020/2/5,7.8,1536,MLD-EX-20002,220,2020/2/28,29-111812,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196665,199969,2020/2/5,12.5,4480,MLD-EX-20001,220,2020/2/21,29-111815,2020/2/21,20001,岡山第１工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196666,199969,2020/2/5,12.5,8960,MLD-EX-20001,280,2020/3/4,29-111859,2020/3/4,20001,岡山第１工場,0,0,0,1,,2020/3/4 9:18,0,2020/6/7 16:41,9999,,
196667,199969,2020/2/5,7.8,1024,MLD-EX-20002,220,2020/2/28,29-111872,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196668,199969,2020/2/5,7.8,1024,MLD-EX-20002,220,2020/2/28,29-111875,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196669,199969,2020/2/5,7.8,2048,MLD-EX-20002,220,2020/2/28,29-111878,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196670,199969,2020/2/5,12.5,4227,MLD-EX-20001,250,2020/3/11,29-111893,2020/3/11,20001,岡山第１工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196671,199969,2020/2/5,12.5,4227,MLD-EX-20001,240,2020/3/11,29-111894,2020/3/11,20001,岡山第１工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196672,100770,2020/2/5,7.8,24960,MLD-EX-20002,200,2020/3/23,29-111907,2020/3/23,20001,(株)明星・エンタープライズ 備前工場,0,0,0,1,,2020/3/23 8:57,0,2020/6/7 16:41,9999,,
196673,100770,2020/2/5,7.8,36480,MLD-EX-20002,220,2020/3/4,29-111912,2020/3/4,20001,(株)明星・エンタープライズ 備前工場,0,0,0,1,,2020/3/4 9:18,0,2020/6/7 16:41,9999,,
196674,199969,2020/2/5,12.5,2000,MLD-EX-20001,260,2020/3/4,29-111934,2020/3/4,20001,岡山第１工場,0,0,0,1,,2020/3/4 9:18,0,2020/6/7 16:41,9999,,
196675,199969,2020/2/5,7.8,320,MLD-EX-20002,250,2020/2/28,29-111937,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196676,199969,2020/2/5,7.8,1024,MLD-EX-20002,220,2020/2/28,29-111941,2020/2/28,20001,岡山第１工場,0,0,0,1,,2020/2/28 8:42,0,2020/6/7 16:41,9999,,
196677,100770,2020/2/5,7.8,384,MLD-EX-20002,220,2020/3/4,29-111959,2020/3/4,20001,(株)明星・エンタープライズ 備前工場,0,0,0,1,,2020/3/4 9:18,0,2020/6/7 16:41,9999,,
196678,199969,2020/2/5,20,14919,BON-MD-20023,60,2020/3/11,29-112010,2020/3/11,20001,岡山第１工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196679,100360,2020/2/5,6.7,7211,MLD-MD-20031,110,2020/2/21,29-112010,2020/2/21,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196680,100360,2020/2/5,8.3,7211,MLD-MD-20032,120,2020/2/21,29-112010,2020/2/21,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/21 8:46,0,2020/6/7 16:41,9999,,
196681,199969,2020/2/5,8.8,14280,MLD-MD-20035,70,2020/3/11,29-112010,2020/3/11,20001,岡山第１工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196682,199969,2020/2/5,11.8,7140,MLD-MD-20036,80,2020/3/11,29-112010,2020/3/11,20001,岡山第１工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196683,199969,2020/2/5,20,1210,BON-MD-20023,60,2020/3/9,29-112028,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196684,100360,2020/2/5,6.7,585,MLD-MD-20031,110,2020/3/2,29-112028,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196685,100360,2020/2/5,8.3,585,MLD-MD-20032,120,2020/3/2,29-112028,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196686,199969,2020/2/5,8.8,1158,MLD-MD-20035,70,2020/3/9,29-112028,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196687,199969,2020/2/5,11.8,579,MLD-MD-20036,80,2020/3/9,29-112028,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196688,199969,2020/2/5,20,2016,BON-MD-20023,60,2020/3/9,29-112032,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196689,100360,2020/2/5,6.7,975,MLD-MD-20031,110,2020/3/2,29-112032,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196690,100360,2020/2/5,8.3,975,MLD-MD-20032,120,2020/3/2,29-112032,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196691,199969,2020/2/5,8.8,1930,MLD-MD-20035,70,2020/3/9,29-112032,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196692,199969,2020/2/5,11.8,965,MLD-MD-20036,80,2020/3/9,29-112032,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196693,199969,2020/2/5,20,14840,BON-MD-20023,60,2020/3/27,29-112035,2020/3/27,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/27 8:40,0,2020/6/7 16:41,9999,2020/2/6 10:54,
196694,199969,2020/2/5,20,14840,BON-MD-20023,60,2020/3/30,29-112035,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/30 8:42,0,2020/6/7 16:41,9999,,
196695,199969,2020/2/5,20,14840,BON-MD-20023,60,2020/4/1,29-112035,,20001,岡山第１工場,0,0,3,1,2020/2/6,2020/4/1 8:52,0,2020/6/7 16:41,9999,,
196696,100360,2020/2/5,6.7,21518,MLD-MD-20031,110,2020/3/16,29-112035,2020/3/16,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/16 8:36,0,2020/6/7 16:41,9999,,
196697,100360,2020/2/5,8.3,21518,MLD-MD-20032,120,2020/3/16,29-112035,2020/3/16,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/16 8:36,0,2020/6/7 16:41,9999,,
196698,199969,2020/2/5,8.8,14204,MLD-MD-20035,70,2020/3/27,29-112035,2020/3/27,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/27 8:40,0,2020/6/7 16:41,9999,2020/2/6 11:05,
196699,199969,2020/2/5,8.8,14204,MLD-MD-20035,70,2020/3/30,29-112035,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/30 8:42,0,2020/6/7 16:41,9999,,
196700,199969,2020/2/5,8.8,14204,MLD-MD-20035,70,2020/4/1,29-112035,,20001,岡山第１工場,0,0,3,1,2020/2/6,2020/4/1 8:52,0,2020/6/7 16:41,9999,,
196701,199969,2020/2/5,11.8,7102,MLD-MD-20036,80,2020/3/27,29-112035,2020/3/27,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/27 8:40,0,2020/6/7 16:41,9999,2020/2/6 11:17,
196702,199969,2020/2/5,11.8,7102,MLD-MD-20036,80,2020/3/30,29-112035,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/30 8:42,0,2020/6/7 16:41,9999,,
196703,199969,2020/2/5,11.8,7102,MLD-MD-20036,80,2020/4/1,29-112035,,20001,岡山第１工場,0,0,3,1,2020/2/6,2020/4/1 8:52,0,2020/6/7 16:41,9999,,
196704,199969,2020/2/5,20,6855,BON-MD-20023,60,2020/3/9,29-112039,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196705,100360,2020/2/5,6.7,3313,MLD-MD-20031,110,2020/3/2,29-112039,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196706,100360,2020/2/5,8.3,3313,MLD-MD-20032,120,2020/3/2,29-112039,2020/3/2,20001,オーティス(株) 第5工場,0,0,0,1,,2020/2/29 8:39,0,2020/6/7 16:41,9999,,
196707,199969,2020/2/5,8.8,6561,MLD-MD-20035,70,2020/3/9,29-112039,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196708,199969,2020/2/5,11.8,3281,MLD-MD-20036,80,2020/3/9,29-112039,2020/3/9,20001,岡山第１工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196709,199969,2020/2/5,20,20038,BON-MD-20023,60,2020/3/25,29-112040,2020/3/25,20001,岡山第１工場,0,0,0,1,,2020/3/25 8:42,0,2020/6/7 16:41,9999,,
196710,100360,2020/2/5,6.7,9245,MLD-MD-20031,110,2020/3/9,29-112040,2020/3/9,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196711,100360,2020/2/5,8.3,9245,MLD-MD-20032,120,2020/3/9,29-112040,2020/3/9,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/9 8:44,0,2020/6/7 16:41,9999,,
196712,199969,2020/2/5,8.8,18399,MLD-MD-20035,70,2020/3/25,29-112040,2020/3/25,20001,岡山第１工場,0,0,0,1,,2020/3/25 8:42,0,2020/6/7 16:41,9999,,
196713,199969,2020/2/5,11.8,9245,MLD-MD-20036,80,2020/3/25,29-112040,2020/3/25,20001,岡山第１工場,0,0,0,1,,2020/3/25 8:42,0,2020/6/7 16:41,9999,,
196714,199969,2020/2/5,20,14280,BON-MD-20023,60,2020/3/13,29-112043,2020/3/13,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/18 19:19,0,2020/6/7 16:41,9999,2020/2/6 10:17,
196715,199969,2020/2/5,20,14280,BON-MD-20023,60,2020/3/16,29-112043,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/16 8:36,0,2020/6/7 16:41,9999,,
196716,100360,2020/2/5,6.7,13804,MLD-MD-20031,110,2020/3/11,29-112043,2020/3/11,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196717,100360,2020/2/5,8.3,13804,MLD-MD-20032,120,2020/3/11,29-112043,2020/3/11,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/11 8:43,0,2020/6/7 16:41,9999,,
196718,199969,2020/2/5,8.8,13668,MLD-MD-20035,70,2020/3/13,29-112043,2020/3/13,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/14 15:49,0,2020/6/7 16:41,9999,2020/2/6 11:04,
196719,199969,2020/2/5,8.8,13668,MLD-MD-20035,70,2020/3/16,29-112043,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/16 8:36,0,2020/6/7 16:41,9999,,
196720,199969,2020/2/5,11.8,6834,MLD-MD-20036,80,2020/3/13,29-112043,2020/3/13,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/3/14 15:49,0,2020/6/7 16:41,9999,2020/2/6 11:08,
196721,199969,2020/2/5,11.8,6834,MLD-MD-20036,80,2020/3/16,29-112043,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/3/16 8:36,0,2020/6/7 16:41,9999,,
196722,199969,2020/2/5,20,19530,BON-MD-20023,60,2020/4/8,29-112046,2020/4/8,20001,岡山第１工場,0,0,1,1,2020/2/6,2020/4/8 9:00,0,2020/6/7 16:41,9999,2020/2/6 10:56,
196723,199969,2020/2/5,20,19530,BON-MD-20023,60,2020/4/10,29-112046,,20001,岡山第１工場,0,0,2,1,2020/2/6,2020/4/10 9:26,0,2020/6/7 16:41,9999,,
196724,100360,2020/2/5,6.7,18879,MLD-MD-20031,110,2020/3/13,29-112046,2020/3/13,20001,オーティス(株) 第5工場,0,0,0,1,,2020/3/14 15:49,0,2020/6/7 16:41,9999,,
