ﾃﾞｰﾀ処理NO,情報区分ｺｰﾄﾞ,ﾃﾞｰﾀ作成日,発注者ｺｰﾄﾞ,受注者ｺｰﾄﾞ,発注部門ｺｰﾄﾞ,製造番号,訂正ｺｰﾄﾞ,ｺｯｸ区分,単位,支給区分,購買担当,材質規格寸法,仕様書有無,版数,品名,受注者品名ｺｰﾄﾞ,発注者品名ｺｰﾄﾞ,荷姿,納期,所要計画数量,備考,計画番号,計画年月日,標準納入日数,ｴﾝﾄﾞﾕｰｻﾞｰ名,指定ﾒｰｶｰ名,所要期間,契約条件区分,機種ｺｰﾄﾞ,戦略物資区分,発注品仕様,発注部門名,購買担当K,材質規格寸法K,品名K,備考K,ｴﾝﾄﾞﾕｰｻﾞｰ名K,指定ﾒｰｶｰ名K,機種名K,発注品仕様K,発注部門名K
587,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/22,780,,E0035223570,2019/11/30,0,,,0,,,,,,,,,,,,,,
588,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/23,300,,E0035223571,2019/11/30,0,,,0,,,,,,,,,,,,,,
589,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/24,720,,E0035223572,2019/11/30,0,,,0,,,,,,,,,,,,,,
590,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/28,300,,E0035223573,2019/11/30,0,,,0,,,,,,,,,,,,,,
591,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/29,1020,,E0035223574,2019/11/30,0,,,0,,,,,,,,,,,,,,
592,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/1/30,480,,E0035223575,2019/11/30,0,,,0,,,,,,,,,,,,,,
593,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/2/3,420,,E0035223576,2019/11/30,0,,,0,,,,,,,,,,,,,,
594,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/2/4,600,,E0035223577,2019/11/30,0,,,0,,,,,,,,,,,,,,
595,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/22,648,,E0035223743,2019/11/30,0,,,0,,,,,,,,,,,,,,
596,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/23,756,,E0035223744,2019/11/30,0,,,0,,,,,,,,,,,,,,
597,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/24,648,,E0035223745,2019/11/30,0,,,0,,,,,,,,,,,,,,
598,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/28,648,,E0035223746,2019/11/30,0,,,0,,,,,,,,,,,,,,
599,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/29,1188,,E0035223747,2019/11/30,0,,,0,,,,,,,,,,,,,,
600,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/1/30,864,,E0035223748,2019/11/30,0,,,0,,,,,,,,,,,,,,
601,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/2/3,648,,E0035223749,2019/11/30,0,,,0,,,,,,,,,,,,,,
602,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/2/4,864,,E0035223750,2019/11/30,0,,,0,,,,,,,,,,,,,,
603,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/23,360,,E0035223885,2019/11/30,0,,,0,,,,,,,,,,,,,,
604,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/28,360,,E0035223886,2019/11/30,0,,,0,,,,,,,,,,,,,,
605,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/29,72,,E0035223887,2019/11/30,0,,,0,,,,,,,,,,,,,,
606,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/1/30,216,,E0035223888,2019/11/30,0,,,0,,,,,,,,,,,,,,
607,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/2/3,288,,E0035223889,2019/11/30,0,,,0,,,,,,,,,,,,,,
608,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/2/4,144,,E0035223890,2019/11/30,0,,,0,,,,,,,,,,,,,,
609,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/1/22,5500,,E0035224109,2019/11/30,0,,,0,,,,,,,,,,,,,,
610,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/1/30,4700,,E0035224110,2019/11/30,0,,,0,,,,,,,,,,,,,,
611,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾞｸﾄA,,P2297-46010S,,2020/1/22,300,,E0035224303,2019/11/30,0,,,0,,,,,,,,,,,,,,
612,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/1/29,5000,,E0035224318,2019/11/30,0,,,0,,,,,,,,,,,,,,
613,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/2/3,5000,,E0035224319,2019/11/30,0,,,0,,,,,,,,,,,,,,
614,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/2/6,5000,,E0035224320,2019/11/30,0,,,0,,,,,,,,,,,,,,
615,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/1/29,4000,,E0035224613,2019/11/30,0,,,0,,,,,,,,,,,,,,
616,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/2/3,4000,,E0035224614,2019/11/30,0,,,0,,,,,,,,,,,,,,
617,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/2/5,3000,,E0035224615,2019/11/30,0,,,0,,,,,,,,,,,,,,
618,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽｲｯﾁﾌﾟﾚ-ﾄB,,P0624-45900,,2020/2/7,3000,,E0035224616,2019/11/30,0,,,0,,,,,,,,,,,,,,
619,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/22,1600,,E0035225137,2019/11/30,0,,,0,,,,,,,,,,,,,,
620,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/23,1500,,E0035225138,2019/11/30,0,,,0,,,,,,,,,,,,,,
621,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/24,1600,,E0035225139,2019/11/30,0,,,0,,,,,,,,,,,,,,
622,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/28,1600,,E0035225140,2019/11/30,0,,,0,,,,,,,,,,,,,,
623,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/29,1600,,E0035225141,2019/11/30,0,,,0,,,,,,,,,,,,,,
624,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/1/30,2700,,E0035225142,2019/11/30,0,,,0,,,,,,,,,,,,,,
625,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/2/3,1600,,E0035225143,2019/11/30,0,,,0,,,,,,,,,,,,,,
626,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝ~ｲﾀA,,P2918-02C40,,2020/2/4,1500,,E0035225144,2019/11/30,0,,,0,,,,,,,,,,,,,,
627,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/24,100,,E0035225198,2019/11/30,0,,,0,,,,,,,,,,,,,,
628,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷﾕｳｽｲﾍﾞﾝ-ｲﾀA,,P2918-39020,,2020/1/29,100,,E0035225199,2019/11/30,0,,,0,,,,,,,,,,,,,,
629,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/22,90,,E0035225271,2019/11/30,0,,,0,,,,,,,,,,,,,,
630,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/23,90,,E0035225272,2019/11/30,0,,,0,,,,,,,,,,,,,,
631,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/28,90,,E0035225273,2019/11/30,0,,,0,,,,,,,,,,,,,,
632,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝﾄﾘﾂｹｲﾀ,,P2918-96520,,2020/1/30,90,,E0035225274,2019/11/30,0,,,0,,,,,,,,,,,,,,
633,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/29,1600,,E0035228177,2019/11/30,0,,,0,,,,,,,,,,,,,,
634,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/1/30,1600,,E0035228178,2019/11/30,0,,,0,,,,,,,,,,,,,,
635,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/3,1600,,E0035228179,2019/11/30,0,,,0,,,,,,,,,,,,,,
636,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/4,1600,,E0035228180,2019/11/30,0,,,0,,,,,,,,,,,,,,
637,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/5,1600,,E0035228181,2019/11/30,0,,,0,,,,,,,,,,,,,,
638,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/6,1600,,E0035228182,2019/11/30,0,,,0,,,,,,,,,,,,,,
639,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/7,1600,,E0035228183,2019/11/30,0,,,0,,,,,,,,,,,,,,
640,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁB,,P2132-93010,,2020/2/8,1600,,E0035228184,2019/11/30,0,,,0,,,,,,,,,,,,,,
641,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/22,720,,E0035228437,2019/11/30,0,,,0,,,,,,,,,,,,,,
642,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/23,1140,,E0035228438,2019/11/30,0,,,0,,,,,,,,,,,,,,
643,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/24,600,,E0035228439,2019/11/30,0,,,0,,,,,,,,,,,,,,
644,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/28,1080,,E0035228440,2019/11/30,0,,,0,,,,,,,,,,,,,,
645,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/29,1200,,E0035228441,2019/11/30,0,,,0,,,,,,,,,,,,,,
646,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/1/30,1080,,E0035228442,2019/11/30,0,,,0,,,,,,,,,,,,,,
647,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/2/3,960,,E0035228443,2019/11/30,0,,,0,,,,,,,,,,,,,,
648,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67370,,2020/2/4,840,,E0035228444,2019/11/30,0,,,0,,,,,,,,,,,,,,
649,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/22,720,,E0035228553,2019/11/30,0,,,0,,,,,,,,,,,,,,
650,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/23,1140,,E0035228554,2019/11/30,0,,,0,,,,,,,,,,,,,,
651,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/24,600,,E0035228555,2019/11/30,0,,,0,,,,,,,,,,,,,,
652,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/28,1080,,E0035228556,2019/11/30,0,,,0,,,,,,,,,,,,,,
653,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/29,1200,,E0035228557,2019/11/30,0,,,0,,,,,,,,,,,,,,
654,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/1/30,1080,,E0035228558,2019/11/30,0,,,0,,,,,,,,,,,,,,
655,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/2/3,960,,E0035228559,2019/11/30,0,,,0,,,,,,,,,,,,,,
656,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-67470,,2020/2/4,840,,E0035228560,2019/11/30,0,,,0,,,,,,,,,,,,,,
657,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/2/8,8120,,E0035229525,2019/11/30,0,,,0,,,,,,,,,,,,,,
658,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｷｭｳｽｲﾍﾞﾝｶﾗｰ,,P2922-02C00,,2020/2/18,8700,,E0035229526,2019/11/30,0,,,0,,,,,,,,,,,,,,
659,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/1/29,4800,,E0035230467,2019/11/30,0,,,0,,,,,,,,,,,,,,
660,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/2/4,3200,,E0035230468,2019/11/30,0,,,0,,,,,,,,,,,,,,
661,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/2/6,3200,,E0035230469,2019/11/30,0,,,0,,,,,,,,,,,,,,
662,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰA (R),,P1126-93010,,2020/2/8,3200,,E0035230470,2019/11/30,0,,,0,,,,,,,,,,,,,,
663,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/29,1800,,E0035231742,2019/11/30,0,,,0,,,,,,,,,,,,,,
664,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/1/30,1200,,E0035231743,2019/11/30,0,,,0,,,,,,,,,,,,,,
665,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/3,1800,,E0035231744,2019/11/30,0,,,0,,,,,,,,,,,,,,
666,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/4,1200,,E0035231745,2019/11/30,0,,,0,,,,,,,,,,,,,,
667,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/5,1800,,E0035231746,2019/11/30,0,,,0,,,,,,,,,,,,,,
668,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/6,1200,,E0035231747,2019/11/30,0,,,0,,,,,,,,,,,,,,
669,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/7,1800,,E0035231748,2019/11/30,0,,,0,,,,,,,,,,,,,,
670,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁA,,P2131-93020,,2020/2/8,1200,,E0035231749,2019/11/30,0,,,0,,,,,,,,,,,,,,
671,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93130,,2020/2/5,1900,,F0035212329,2019/11/30,0,,,0,,,,,,,,,,,,,,
672,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾊﾝｶﾞ,,P0170-96500,,2020/2/8,500,,F0035212661,2019/11/30,0,,,0,,,,,,,,,,,,,,
673,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ3,,,,ﾎﾞﾃﾞｰﾊﾞﾝﾄﾞA,,P0171-13R00,,2020/2/19,330,,F0035212716,2019/11/30,0,,,0,,,,,,,,,,,,,,
674,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(L),,P0192-63040,,2020/2/5,28800,,F0035214398,2019/11/30,0,,,0,,,,,,,,,,,,,,
675,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌﾀﾁｮｳﾊﾞﾝ(R),,P0192-63050,,2020/2/5,28800,,F0035214638,2019/11/30,0,,,0,,,,,,,,,,,,,,
676,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎﾞﾃﾞｨﾎｷｮｳU,,P001V-06G00,,2020/2/6,800,,F0035215104,2019/11/30,0,,,0,,,,,,,,,,,,,,
677,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞBU,,P021A-13R00,,2020/2/13,52,,F0035215126,2019/11/30,0,,,0,,,,,,,,,,,,,,
678,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E10,,2020/2/5,52,,F0035215133,2019/11/30,0,,,0,,,,,,,,,,,,,,
679,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｾﾝｻﾞｲｲﾚU,,P021B-02E20,,2020/2/5,5720,,F0035215283,2019/11/30,0,,,0,,,,,,,,,,,,,,
680,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-05Z20,,2020/2/5,13905,,F0035215746,2019/11/30,0,,,0,,,,,,,,,,,,,,
681,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾉｽﾞﾙｼﾞｸｳｹA,,P0881-27500,,2020/2/7,50,,F0035215854,2019/11/30,0,,,0,,,,,,,,,,,,,,
682,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾌｨﾙﾀAU,,P002X-93030,,2020/2/5,300,,F0035215936,2019/11/30,0,,,0,,,,,,,,,,,,,,
683,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰAU(R),,P011A-13S00,,2020/2/5,43,,F0035216116,2019/11/30,0,,,0,,,,,,,,,,,,,,
684,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(R),,P1127-93100,,2020/2/5,14400,,F0035217164,2019/11/30,0,,,0,,,,,,,,,,,,,,
685,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-22050,,2020/2/7,138,,F0035217359,2019/11/30,0,,,0,,,,,,,,,,,,,,
686,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾊﾝｶﾞ,,P0166-93020,,2020/2/5,6700,,F0035217409,2019/11/30,0,,,0,,,,,,,,,,,,,,
687,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾗｯﾁﾄﾘﾂｹｲﾀ,,P2133-93020,,2020/2/5,14400,,F0035217567,2019/11/30,0,,,0,,,,,,,,,,,,,,
688,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｻﾄﾞｳﾚﾊﾞｰﾋﾟﾝ,,P3471-06F00,,2020/2/6,1000,,F0035219080,2019/11/30,0,,,0,,,,,,,,,,,,,,
689,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｼｬﾜ-ﾍｯﾄﾞ,,P0890-31330,,2020/2/7,100,,F0035219775,2019/11/30,0,,,0,,,,,,,,,,,,,,
690,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｽﾗｲﾀﾞU,,P006T-02E20,,2020/2/5,2280,,F0035220987,2019/11/30,0,,,0,,,,,,,,,,,,,,
691,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾀﾝｸｳｹｽﾃｰB(L),,P1127-93000,,2020/2/13,18400,,F0035221276,2019/11/30,0,,,0,,,,,,,,,,,,,,
692,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞB,,P2125-10M00,,2020/2/12,3960,,F0035222237,2019/11/30,0,,,0,,,,,,,,,,,,,,
693,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽﾊﾝｶﾞ-,,P0170-67300,,2020/2/5,13000,,F0035222706,2019/11/30,0,,,0,,,,,,,,,,,,,,
694,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31340,,2020/2/5,100,,F0035222739,2019/11/30,0,,,0,,,,,,,,,,,,,,
695,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｺﾓﾉｲﾚ,,P1189-31350,,2020/2/5,8600,,F0035222778,2019/11/30,0,,,0,,,,,,,,,,,,,,
696,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾁｮｳｾｲｱｼ,,P0335-36420,,2020/2/12,10080,,F0035222976,2019/11/30,0,,,0,,,,,,,,,,,,,,
697,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎｰｽﾎﾙﾀﾞA,,P0120-82210,,2020/2/5,14400,,F0035223109,2019/11/30,0,,,0,,,,,,,,,,,,,,
698,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ﾎ-ｽｱﾅｶﾊﾞ-,,P0128-39020,,2020/2/5,500,,F0035223191,2019/11/30,0,,,0,,,,,,,,,,,,,,
699,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02E10,,2020/2/5,1530,,F0035223266,2019/11/30,0,,,0,,,,,,,,,,,,,,
700,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-02F10,,2020/2/5,4140,,F0035223578,2019/11/30,0,,,0,,,,,,,,,,,,,,
701,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93020,,2020/2/5,6588,,F0035223751,2019/11/30,0,,,0,,,,,,,,,,,,,,
702,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｶｺﾞﾋﾟﾝB,,P2166-93110,,2020/2/5,2016,,F0035223891,2019/11/30,0,,,0,,,,,,,,,,,,,,
703,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ7,,,,ｱｼｲﾀC,,P0351-39000,,2020/2/7,9500,,F0035224111,2019/11/30,0,,,0,,,,,,,,,,,,,,
704,201,2019/11/30,10801021529,103463,JAFA,,1,1,PC,,DZ8,,,,ﾎ-ｽﾎﾙﾀﾞB,,P1295-10M00,,2020/2/13,15000,,F0035224321,2019/11/30,0,,,0,,,,,,,,,,,,,,
